mode,tau_et,et_vmin,tc_vmin,dice_ET,dice_TC,dice_WT,n_cases,dice_mean
tta,0.5,500,500,0.7798853851170696,0.7938222410741774,0.9284370277968838,251,0.8340482179960436
tta,0.5,2000,250,0.7711701604483217,0.8020283209094731,0.9284370277968838,251,0.8338785030515594
tta,0.45,500,500,0.7780923788860453,0.7936997059499524,0.9284083439686254,251,0.8334001429348743
tta,0.45,1500,1000,0.7852905186084324,0.7855300854071048,0.9284083439686254,251,0.8330763159947208
tta,0.55,2000,250,0.7721641993644492,0.798110926687895,0.9282763523927228,251,0.8328504928150223
tta,0.55,1500,1000,0.7853758556077834,0.784727590631774,0.9282763523927228,251,0.8327932662107601
tta,0.45,750,500,0.775070790965225,0.7936997059499524,0.9284083439686254,251,0.8323929469612676
tta,0.5,750,500,0.774433668785916,0.7938222410741774,0.9284370277968838,251,0.8322309792189925
tta,0.45,2000,500,0.7745506541672725,0.7936997059499524,0.9284083439686254,251,0.8322195680286167
tta,0.55,1000,1000,0.7833608929171422,0.784727590631774,0.9282763523927228,251,0.8321216119805462
tta,0.5,1500,1000,0.78072792320697,0.7856562402851403,0.9284370277968838,251,0.831607063762998
tta,0.45,1000,1000,0.7791707978385449,0.7855300854071048,0.9284083439686254,251,0.831036409071425
tta,0.5,1000,1000,0.7785508517631097,0.7856562402851403,0.9284370277968838,251,0.8308813732817112
tta,0.55,750,1000,0.7793768291769515,0.784727590631774,0.9282763523927228,251,0.8307935907338161
tta,0.5,2000,500,0.7700078460000661,0.7938222410741774,0.9284370277968838,251,0.8307557049570424
tta,0.55,2000,500,0.7710627876328597,0.7928987150826016,0.9282763523927228,251,0.830745951702728
tta,0.45,1500,1500,0.7816992794290614,0.7802241654406233,0.9284083439686254,251,0.8301105962794367
tta,0.55,1500,1500,0.7809173266864836,0.7793679682902762,0.9282763523927228,251,0.8295205491231609
tta,0.45,2000,1000,0.7734919778472853,0.7855300854071048,0.9284083439686254,251,0.8291434690743386
tta,0.55,1000,1500,0.7792877023727618,0.7793679682902762,0.9282763523927228,251,0.8289773410185869
tta,0.5,1500,1500,0.7770757700574763,0.7803053734719323,0.9284370277968838,251,0.8286060571087641
tta,0.45,750,1000,0.7712026703585216,0.7855300854071048,0.9284083439686254,251,0.8283803665780839
tta,0.5,750,1000,0.77058272428233,0.7856562402851403,0.9284370277968838,251,0.828225330788118
tta,0.45,1000,1500,0.775982628653378,0.7802241654406233,0.9284083439686254,251,0.8282050460208755
tta,0.55,500,1000,0.7714087016991353,0.784727590631774,0.9282763523927228,251,0.8281375482412107
tta,0.5,500,1000,0.7690240407050241,0.7856562402851403,0.9284370277968838,251,0.8277057695956826
tta,0.5,2000,1000,0.7689648012851175,0.7856562402851403,0.9284370277968838,251,0.8276860231223805
tta,0.55,2000,1000,0.7699850400149609,0.784727590631774,0.9282763523927228,251,0.8276629943464858
tta,0.55,750,1500,0.7753036386325711,0.7793679682902762,0.9282763523927228,251,0.8276493197718567
tta,0.45,500,1000,0.7672186066218892,0.7855300854071048,0.9284083439686254,251,0.8270523453325397
tta,0.45,2000,1500,0.7722744567154501,0.7802241654406233,0.9284083439686254,251,0.826968988708233
tta,0.5,2000,1500,0.7716706597630307,0.7803053734719323,0.9284370277968838,251,0.8268043536772822
tta,0.5,1000,1500,0.7713192052924224,0.7803053734719323,0.9284370277968838,251,0.8266872021870794
tta,0.45,750,1500,0.7680145011733547,0.7802241654406233,0.9284083439686254,251,0.8255490035275345
tta,0.55,2000,1500,0.7678786990075529,0.7793679682902762,0.9282763523927228,251,0.8251743398968506
tta,0.55,500,1500,0.767335511154755,0.7793679682902762,0.9282763523927228,251,0.8249932772792513
tta,0.45,500,1500,0.7640304374367223,0.7802241654406233,0.9284083439686254,251,0.8242209822819904
tta,0.5,750,1500,0.7633510778116427,0.7803053734719323,0.9284370277968838,251,0.8240311596934862
tta,0.5,500,1500,0.7617923942343369,0.7803053734719323,0.9284370277968838,251,0.8235115985010509
