mode,tau_et,et_vmin,tc_vmin,dice_ET,dice_TC,dice_WT,n_cases,dice_mean
mc_dropout,0.55,2000,1500,0.7652832304771243,0.7785150167631902,0.9251432364050772,251,0.8229804945484639
mc_dropout,0.5,750,1000,0.7601561486621086,0.7825590404261851,0.9251846345307977,251,0.822633274539697
mc_dropout,0.45,750,1500,0.7625692288435946,0.7789904386915819,0.9251671059418698,251,0.8222422578256822
mc_dropout,0.5,1000,1500,0.7622167557502891,0.7790767769359631,0.9251846345307977,251,0.82215938907235
mc_dropout,0.5,500,1000,0.7585475135668731,0.7825590404261851,0.9251846345307977,251,0.8220970628412854
mc_dropout,0.45,500,1500,0.7610452146157249,0.7789904386915819,0.9251671059418698,251,0.821734253083059
mc_dropout,0.55,750,1500,0.7610968519138787,0.7785150167631902,0.9251432364050772,251,0.821585035027382
mc_dropout,0.5,750,1500,0.7582326920128291,0.7790767769359631,0.9251846345307977,251,0.8208313678265299
mc_dropout,0.5,500,1500,0.7566240569175936,0.7790767769359631,0.9251846345307977,251,0.8202951561281182
mc_dropout,0.55,500,1500,0.7571127881782551,0.7785150167631902,0.9251432364050772,251,0.8202570137821742
temperature_scale,0.55,1000,0,0.7874191210126409,0.7999593801550635,0.9251800659802437,251,0.8375195223826494
temperature_scale,0.45,500,0,0.7847509258847366,0.8009526574484652,0.9252421544850674,251,0.8369819126060897
temperature_scale,0.55,1000,250,0.7863402110679065,0.7983194834344616,0.9251800659802437,251,0.836613253494204
temperature_scale,0.45,1000,0,0.7835962087264492,0.8009526574484652,0.9252421544850674,251,0.8365970068866605
temperature_scale,0.5,500,0,0.7822649393867473,0.801308016795305,0.9252843094356611,251,0.8362857552059045
temperature_scale,0.45,500,250,0.7839043126369615,0.7993215749968833,0.9252421544850674,251,0.8361560140396374
temperature_scale,0.45,1000,250,0.7826784265161648,0.7993215749968833,0.9252421544850674,251,0.8357473853327052
temperature_scale,0.55,500,0,0.7812233651147003,0.7999593801550635,0.9251800659802437,251,0.8354542704166691
